character|line
chandler|hey there he is
chandler|there he is
joey|hello new york
chandler|how many times have i told you guys you never watch the cooking channel
monica|hi chandler
chandler|hey
monica|uh listen i need that broiling pan that joey borrowed the other day
chandler|oh that was yours
chandler|uh yeah we used it when the duck was throwing up caterpillars
monica|william sonoma fall catalog page
chandler|expect it in weeks
chandler|umm hey umm joey's gonna be at the telethon for the rest of the day we have the whole place to ourselves
monica|yeah so
chandler|well i just thought maybe you'd wanna book some time with the best you'd ever had
monica|y'know what champ
monica|i think i'll pass
chandler|why
monica|why
chandler|what's your point
joey|pbs telethon
phoebe|hey joey i just wanted to let you know that i found a selfless good deed
phoebe|i just went down to the park and i let a bee sting me
joey|what
joey|what good is that gonna do anybody
phoebe|well it helps the bee look tough in front of his bee friends
phoebe|the bee is happy and i am definitely not
joey|now y'know the bee probably died after he stung ya
phoebe|aw dammit
joey|hey excuse me would you mind switching with me
joey|come on man
joey|you've been here all day
ross|okay that's it
ross|i cannot make this decision
ross|it is too difficult so i'm just gonna leave it entirely to the gods of fate
monica|a magic eight ball
monica|you can't be serious you can't make this decision with a toy
phoebe|ooh it's not a toy
ross|well i don't know what else to do
ross|i mean i either keep my wife and lose one of my my my best friends or i keep my friend and get divorced the second time before i'm
ross|so so if anyone has has a better suggestion let's hear it
ross|cause i i got nothing
ross|all right don't be shy any suggestion will do
ross|okay then
ross|here we go
ross|magic ball should i never see rachel again
ross|ask again later
ross|later is not good enough
ross|ask again later
ross|what the hell
ross|this is broken
ross|it it is broken
monica|all right let me see
monica|will chandler have sex tonight
monica|don't count on it
monica|seems like it works to me
joey|pbs telethon
phoebe|hi joey
joey|hey pheebs
phoebe|i would like to make a pledge
phoebe|i would like to donate
joey|are you sure pheebs
joey|i mean after what sesame street did to ya
phoebe|oh i'm still mad at them but i also now that they bring happiness to lots of kids who's moms didn't kill themselves so by supporting them i'm doing a good thing but i'm not happy about it
phoebe|so there a selfless good deed
joey|and you don't a little good about donating the money
phoebe|no it sucks
phoebe|i was saving up to buy a hamster
joey|a hamster
joey|what those things are like bucks
phoebe|yeah not the one i had my eye on
phoebe|oh look look joey's on tv
phoebe|isn't that great
phoebe|my pledge got joey on tv
phoebe|oh that makes me feel oh no
chandler|look maybe i got carried away before
chandler|but there's something you gotta know
chandler|if i'm the best it's only because you've made me the best
monica|keep talking
chandler|i mean i was nothing before you
chandler|call the other girls and ask
chandler|which wouldn't take long
chandler|but when i'm with you and we're together oh my god
monica|really
chandler|oh aw my god
chandler|now i understand if you never want to sleep with me again but that would be wrong
chandler|we're too good
chandler|we owe it to sex
monica|well if we owe it
monica|oh my when is joey gonna be home
chandler|well i was kinda hoping we could do this without him
chandler|oh no no no leave the gloves on
monica|but i just cleaned the bathroom
chandler|yeah why don't we lose the gloves
monica|yeah
chandler|all right let's show them how it's done
monica|okay
monica|ow
chandler|y'know that wasn't part of it
monica|i know
rachel|hi
rachel|are you ready
rachel|we're gonna be late
ross|for what
rachel|for stella
rachel|remember
rachel|she's gettin her grove back in like minutes
ross|yeah i uh totally forgot about that
ross|you mind if i take a rain check
ross|i'm waiting for a call from emily
rachel|sure
rachel|i guess
rachel|hey i hear you don't have to go to london
rachel|yay
ross|it's not that easy there's still a lot of relationship stuff
rachel|like what
ross|just stuff
ross|y'know kinda what emily wants
rachel|well why don't you talk to me about it maybe i can help
ross|no
ross|no
ross|you you can't help
ross|i mean i kinda have to do this without your help
rachel|well i i know you can do that too
rachel|i'm just i'm just saying if you need somebody to talk to hi
ross|thanks
rachel|ross
rachel|look whatever this relationship stuff that emily wants just give it to her
rachel|come on the bottom line here is that you love her
rachel|so just fix whatever she wants fixed
rachel|just do it
rachel|i mean you're gonna have to try
rachel|you'll just gonna hate yourself if you don't
rachel|oh come on answer it
rachel|it's driving me crazy
ross|hello
ross|hi sweetie
ross|good
ross|look umm yes i've been thinking about that thing that you wanted me to do and i can do it
ross|so will you come to new york
monica|never done that before
chandler|nope
monica|hi
chandler|hi
joey|monica
joey|what time is it
chandler|uhh
joey|but it's dark out
monica|well that's because you always sleep to noon silly
monica|this is what looks like
joey|i guess i'll get washed up then
joey|watch that sunrise
monica|i'm really getting tired of sneaking around
chandler|i know me too
chandler|hey
chandler|y'know what if we went away for a whole weekend
chandler|y'know we'd have no interruptions and we could be naked the entire time
monica|all weekend
monica|that's a whole lotta naked
chandler|yeah i can say that i have a conference and you can say you have a chef thing
monica|ohh i've always wanted to go to this culinary fair that they have in jersey
chandler|okay y'know your not though
chandler|let's go
monica|wait
monica|what about joey
monica|hey guess what i'm doing this weekend
monica|i'm going to this culinary fair in new jersey
phoebe|oh weird chandler just told us he's got a conference there
monica|oh now that that that's funny it seems like chandler's conference could've been in connecticut or vermont
chandler|i'm not in charge of where the conference is held
chandler|do you want people to think it's a fake conference
chandler|it's a real conference
ross|hey
joey|hey
monica|hey
ross|is rachel here
ross|i gotta talk to her
monica|no she's out shopping
ross|damn
chandler|what's going on
ross|i told emily to come
ross|and i just need to y'know talk to rachel about it
phoebe|wait a minute
phoebe|so when emily comes you're just you're not gonna see rachel anymore
ross|well look i'm just trying to focus on the i get to see my wife part all right
ross|and not the part that makes me do this
monica|wow so you guys are you're never gonna be in the same room together
monica|how is that even gonna work
ross|i have no idea
ross|i mean but but i assure you i will figure it out
joey|doesn’t seem like it's going to work i mean
rachel|hi guys
joey|hi
chandler|uh hey
rachel|what's going on
chandler|we're flipping monica's mattress
joey|so i'm thinking basically we pick it up and then we flip it
phoebe|yeah that's better than my way
rachel|oh okay hey guys would you flip mine too
chandler|aww man
rachel|oh look
rachel|a letter from my mom
ross|so rach y'know y'know how emily's coming right
rachel|oh yeah
rachel|i know
phoebe|can you hear anything
chandler|oh yes somebody just said can you hear anything
monica|hey joey's ass
monica|what are you doing
joey|well remember when they got in that big fight and broke up and we were all stuck in her with no food or anything
joey|well when ross said rachel at the wedding i figured it was gonna happen again so i hid this in here
monica|ooh candy bars crossword puzzles
phoebe|ooh madlibs mine
chandler|condoms
joey|you don't know how long we're gonna be in here
joey|we may have to repopulate the earth
chandler|and condoms are the way to do that
ross|anyway it it kinda it all boils down to this the last time i talked to emily
rachel|oh my god
rachel|my dog died
ross|what
rachel|oh my god le poo our dog
ross|le poo's still alive
rachel|oh god it says he was hit by an ice cream truck and dragged for nine teen blocks
rachel|oh
rachel|oh my god
monica|sweetie we heard you crying
monica|please don't cry
rachel|it's le poo
phoebe|i know it's le poo right now but it'll get better
chandler|i can't believe it
chandler|we're here
monica|ooh chocolates on the pillows
monica|i love that
chandler|oh you should live with joey roll os everywhere
monica|come here
monica|okay be right back
chandler|oh yes
chandler|monica get in here
chandler|there's a high speed car chase on
monica|we're switching rooms
chandler|oh dear god they gave us glasses
monica|no they gave us glasses with lipstick on them
monica|i mean if they didn't change the glasses who knows what else they didn't change
monica|come on sweetie i just want this weekend to be perfect i mean we can change rooms can't we
chandler|okay but let's do it now though because chopper just lost it's feed
ross|hey so uh y'know how there's something i wanted to talk to you about
rachel|oh yeah
ross|well y'know how i'm trying to work things out with emily
ross|well there's this one thing okay here goes
ross|i made a promise that oh hey
rachel|what
ross|you're nose is bleeding
rachel|oh god
rachel|no
rachel|oh not again
rachel|this this happened when my grandfather died
rachel|it's ugh
rachel|sorry
rachel|oh okay so i'm sorry what what were you what did you want to tell me
ross|umm
rachel|sorry
rachel|sorry
ross|okay i uh i can't see you anymore
rachel|yeah i know
rachel|it's ridiculous
rachel|i can't see you either
